Cited Article Title,Cited Article EID,Cited Article Link,Miscited Article Title,Miscited Article EID,Miscited Article Link,Citing Article Title,Citing Article EID,Citing Article Link
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,Different dimension ZnO nano materials in the rehabilitation of patients with limb fracture and injury,2-s2.0-85112666770,https://www.scopus.com/record/display.url?eid=2-s2.0-85112666770&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,Rehabilitation physical training after anterior cruciate nanofibrous ligament reconstruction of sports knee joint,2-s2.0-85112543094,https://www.scopus.com/record/display.url?eid=2-s2.0-85112543094&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,Graph InfoClust: Maximizing Coarse-Grain Mutual Information in Graphs,2-s2.0-85111098601,https://www.scopus.com/record/display.url?eid=2-s2.0-85111098601&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,Multiobjective Brainstorm Optimization with Diversity Preservation Mechanism for Nonlinear Equation Systems,2-s2.0-85107508335,https://www.scopus.com/record/display.url?eid=2-s2.0-85107508335&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,Artificial intelligence system based on the layout effect of both sides in volleyball matches,2-s2.0-85100600512,https://www.scopus.com/record/display.url?eid=2-s2.0-85100600512&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,Detection method of sports scene conversion for MPEG compressed video based on fuzzy logic,2-s2.0-85100572886,https://www.scopus.com/record/display.url?eid=2-s2.0-85100572886&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,VStreamDRLS: Dynamic Graph Representation Learning with Self-Attention for Enterprise Distributed Video Streaming Solutions,2-s2.0-85098823882,https://www.scopus.com/record/display.url?eid=2-s2.0-85098823882&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,OpenWGL: Open-world graph learning,2-s2.0-85100880029,https://www.scopus.com/record/display.url?eid=2-s2.0-85100880029&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,ST-MGAT: Spatial-Temporal Multi-Head Graph Attention Networks for Traffic Forecasting,2-s2.0-85098800848,https://www.scopus.com/record/display.url?eid=2-s2.0-85098800848&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,An improved MOEA/D algorithm with an adaptive evolutionary strategy,2-s2.0-85086726058,https://www.scopus.com/record/display.url?eid=2-s2.0-85086726058&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,CSO-based energy-efficient reliable sectoring-scheme in WSN,2-s2.0-85091340340,https://www.scopus.com/record/display.url?eid=2-s2.0-85091340340&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,Changes of skeletal muscle microstructures in swimmers were observed by microscope,2-s2.0-85088273792,https://www.scopus.com/record/display.url?eid=2-s2.0-85088273792&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,Overtraining on renal tissue were simulated under microscope for ultrapathology and enzyme histochemistry,2-s2.0-85088168779,https://www.scopus.com/record/display.url?eid=2-s2.0-85088168779&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,A region division based decomposition approach for evolutionary many-objective optimization,2-s2.0-85078585592,https://www.scopus.com/record/display.url?eid=2-s2.0-85078585592&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,Graph Attention Topic Modeling Network,2-s2.0-85086590557,https://www.scopus.com/record/display.url?eid=2-s2.0-85086590557&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,Unsupervised Domain Adaptive Graph Convolutional Networks,2-s2.0-85086572817,https://www.scopus.com/record/display.url?eid=2-s2.0-85086572817&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,Superpixel generation for polarimetric SAR using Hierarchical Energy maximization,2-s2.0-85092638809,https://www.scopus.com/record/display.url?eid=2-s2.0-85092638809&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,JANE: Jointly adversarial network embedding,2-s2.0-85097346661,https://www.scopus.com/record/display.url?eid=2-s2.0-85097346661&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,KnEA with Ensemble Approach for Parameter Selection for Many-Objective Optimization,2-s2.0-85083996761,https://www.scopus.com/record/display.url?eid=2-s2.0-85083996761&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,Decomposition Based Differentiate Evolution Algorithm with Niching Strategy for Multimodal Multi-objective Optimization,2-s2.0-85083984573,https://www.scopus.com/record/display.url?eid=2-s2.0-85083984573&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,Many-Objective Evolutionary Optimization Based Economic Dispatch of Integrated Energy System with Multi-microgrid and CHP,2-s2.0-85083984281,https://www.scopus.com/record/display.url?eid=2-s2.0-85083984281&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,Ensemble Learning Based on Multimodal Multiobjective Optimization,2-s2.0-85083967231,https://www.scopus.com/record/display.url?eid=2-s2.0-85083967231&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85078957008,https://www.scopus.com/record/display.url?eid=2-s2.0-85078957008&origin=resultslist,Domain-adversarial graph neural networks for text classification,2-s2.0-85078952313,https://www.scopus.com/record/display.url?eid=2-s2.0-85078952313&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85074937855,https://www.scopus.com/record/display.url?eid=2-s2.0-85074937855&origin=resultslist,Graph wavenet for deep spatial-temporal graph modeling,2-s2.0-85074914183,https://www.scopus.com/record/display.url?eid=2-s2.0-85074914183&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,A3Graph: Adversarial attributed autoencoder for graph representation learning,2-s2.0-85104979727,https://www.scopus.com/record/display.url?eid=2-s2.0-85104979727&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Robust Training of Graph Convolutional Networks via Latent Perturbation,2-s2.0-85103233828,https://www.scopus.com/record/display.url?eid=2-s2.0-85103233828&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Survey on graph embeddings and their applications to machine learning problems on graphs,2-s2.0-85101187303,https://www.scopus.com/record/display.url?eid=2-s2.0-85101187303&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Community-centric graph convolutional network for unsupervised community detection,2-s2.0-85097342219,https://www.scopus.com/record/display.url?eid=2-s2.0-85097342219&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Adaptive graph convolutional network with attention graph clustering for co-saliency detection,2-s2.0-85094106897,https://www.scopus.com/record/display.url?eid=2-s2.0-85094106897&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Sequence Generation Network Based on Hierarchical Attention for Multi-Charge Prediction,2-s2.0-85087329179,https://www.scopus.com/record/display.url?eid=2-s2.0-85087329179&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Adaptive knowledge subgraph ensemble for robust and trustworthy knowledge graph completion,2-s2.0-85074459402,https://www.scopus.com/record/display.url?eid=2-s2.0-85074459402&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Relation structure-aware heterogeneous graph neural network,2-s2.0-85078882600,https://www.scopus.com/record/display.url?eid=2-s2.0-85078882600&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,HpGAT: High-order proximity informed graph attention network,2-s2.0-85078279896,https://www.scopus.com/record/display.url?eid=2-s2.0-85078279896&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Attributed graph clustering: A deep attentional embedding approach,2-s2.0-85074923849,https://www.scopus.com/record/display.url?eid=2-s2.0-85074923849&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning Graph Embedding with Adversarial Training Methods,2-s2.0-85076834615,https://www.scopus.com/record/display.url?eid=2-s2.0-85076834615&origin=resultslist,Network Representation Learning Framework Based on Adversarial Graph Convolutional Networks [基于对抗图卷积的网络表征学习框架],2-s2.0-85076865354,https://www.scopus.com/record/display.url?eid=2-s2.0-85076865354&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning Graph Embedding with Adversarial Training Methods,2-s2.0-85076834615,https://www.scopus.com/record/display.url?eid=2-s2.0-85076834615&origin=resultslist,Graph convolutional network and convolutional neural network based method for predicting lncRNA-disease associations,2-s2.0-85073322332,https://www.scopus.com/record/display.url?eid=2-s2.0-85073322332&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85073201049,https://www.scopus.com/record/display.url?eid=2-s2.0-85073201049&origin=resultslist,Smooth Deep Network Embedding,2-s2.0-85073244550,https://www.scopus.com/record/display.url?eid=2-s2.0-85073244550&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,Learning graph embedding with adversarial training methods,2-s2.0-85073201049,https://www.scopus.com/record/display.url?eid=2-s2.0-85073201049&origin=resultslist,Link prediction in evolving networks base on information propagation,2-s2.0-85077714127,https://www.scopus.com/record/display.url?eid=2-s2.0-85077714127&origin=resultslist
Nanostructural metallic materials: Structures and mechanical properties,2-s2.0-85085295377,https://www.scopus.com/record/display.url?eid=2-s2.0-85085295377&origin=resultslist,"Nanostructural Metallic Materials: Structures and Mechanical Properties, Materials Today",2-s2.0-85108896650,https://www.scopus.com/record/display.url?eid=2-s2.0-85108896650&origin=resultslist,Additive manufacturing of bio-inspired multi-scale hierarchically strengthened lattice structures,2-s2.0-85108869574,https://www.scopus.com/record/display.url?eid=2-s2.0-85108869574&origin=resultslist
A General Method for Transition Metal Single Atoms Anchored on Honeycomb-Like Nitrogen-Doped Carbon Nanosheets,2-s2.0-85078828835,https://www.scopus.com/record/display.url?eid=2-s2.0-85078828835&origin=resultslist,A general method for transition metal single atoms anchored on honeycomb-like nitrogen-doped carbon nanosheets,2-s2.0-85118502810,https://www.scopus.com/record/display.url?eid=2-s2.0-85118502810&origin=resultslist,Robust low-voltage switching of polymer dispersed liquid crystals via doping BaTiO3/MPTMS/Ag nanoparticles for low-energy-consumption smart windows,2-s2.0-85212225558,https://www.scopus.com/record/display.url?eid=2-s2.0-85212225558&origin=resultslist
A General Method for Transition Metal Single Atoms Anchored on Honeycomb-Like Nitrogen-Doped Carbon Nanosheets,2-s2.0-85078828835,https://www.scopus.com/record/display.url?eid=2-s2.0-85078828835&origin=resultslist,A general method for transition metal single atoms anchored on honeycomb-like nitrogen-doped carbon nanosheets,2-s2.0-85118502810,https://www.scopus.com/record/display.url?eid=2-s2.0-85118502810&origin=resultslist,Noble-metal-free Co-N-C catalyst derived from cellulose-based poly(ionic liquid)s for highly efficient oxygen reduction reaction,2-s2.0-85161290421,https://www.scopus.com/record/display.url?eid=2-s2.0-85161290421&origin=resultslist
A General Method for Transition Metal Single Atoms Anchored on Honeycomb-Like Nitrogen-Doped Carbon Nanosheets,2-s2.0-85078828835,https://www.scopus.com/record/display.url?eid=2-s2.0-85078828835&origin=resultslist,A general method for transition metal single atoms anchored on honeycomb-like nitrogen-doped carbon nanosheets,2-s2.0-85118502810,https://www.scopus.com/record/display.url?eid=2-s2.0-85118502810&origin=resultslist,Design strategy for high-performance bifunctional electrode materials with heterogeneous structures formed by hydrothermal sulfur etching,2-s2.0-85143497706,https://www.scopus.com/record/display.url?eid=2-s2.0-85143497706&origin=resultslist
A General Method for Transition Metal Single Atoms Anchored on Honeycomb-Like Nitrogen-Doped Carbon Nanosheets,2-s2.0-85078828835,https://www.scopus.com/record/display.url?eid=2-s2.0-85078828835&origin=resultslist,A general method for transition metal single atoms anchored on honeycomb-like nitrogen-doped carbon nanosheets,2-s2.0-85118502810,https://www.scopus.com/record/display.url?eid=2-s2.0-85118502810&origin=resultslist,Carboxylate-assisted ZIF-derived Co nanoclusters anchoring hierarchically porous carbon as high-efficient zinc-air batteries cathode catalysts,2-s2.0-85134977855,https://www.scopus.com/record/display.url?eid=2-s2.0-85134977855&origin=resultslist
A General Method for Transition Metal Single Atoms Anchored on Honeycomb-Like Nitrogen-Doped Carbon Nanosheets,2-s2.0-85078828835,https://www.scopus.com/record/display.url?eid=2-s2.0-85078828835&origin=resultslist,A general method for transition metal single atoms anchored on honeycomb-like nitrogen-doped carbon nanosheets,2-s2.0-85118502810,https://www.scopus.com/record/display.url?eid=2-s2.0-85118502810&origin=resultslist,Synthesis of Carbon Nanotubes by Floating Catalyst Chemical Vapor Deposition and Their Applications,2-s2.0-85118506887,https://www.scopus.com/record/display.url?eid=2-s2.0-85118506887&origin=resultslist
A General Method for Transition Metal Single Atoms Anchored on Honeycomb-Like Nitrogen-Doped Carbon Nanosheets,2-s2.0-85078828835,https://www.scopus.com/record/display.url?eid=2-s2.0-85078828835&origin=resultslist,A general method for transition metal single atoms anchored on honeycomb-like nitrogen-doped carbon nanosheets,2-s2.0-85189096005,https://www.scopus.com/record/display.url?eid=2-s2.0-85189096005&origin=resultslist,Insights into the enhanced oxidation of organic micropollutants by single-atom Cu catalyst activated peroxydisulfate: Valence-dominated nonradical pathway,2-s2.0-85189081194,https://www.scopus.com/record/display.url?eid=2-s2.0-85189081194&origin=resultslist
"A ""pDMS-in-water"" emulsion enables mechanochemically robust superhydrophobic surfaces with self-healing nature",2-s2.0-85077493453,https://www.scopus.com/record/display.url?eid=2-s2.0-85077493453&origin=resultslist,,2-s2.0-85160784744,https://www.scopus.com/record/display.url?eid=2-s2.0-85160784744&origin=resultslist,Regulation of the fabric wet adhesion property through structural design of desirable scale: A theoretical suggestion,2-s2.0-85143587365,https://www.scopus.com/record/display.url?eid=2-s2.0-85143587365&origin=resultslist
Underwater Image Enhancement via Medium Transmission-Guided Multi-Color Space Embedding,2-s2.0-85105893351,https://www.scopus.com/record/display.url?eid=2-s2.0-85105893351&origin=resultslist,Underwater Image Enhancement via Medium Transmission-Guided Multi-Color Space Embedding,2-s2.0-85147605421,https://www.scopus.com/record/display.url?eid=2-s2.0-85147605421&origin=resultslist,Edge Deployable Online Domain Adaptation for Underwater Object Detection,2-s2.0-85204972353,https://www.scopus.com/record/display.url?eid=2-s2.0-85204972353&origin=resultslist
Underwater Image Enhancement via Medium Transmission-Guided Multi-Color Space Embedding,2-s2.0-85105893351,https://www.scopus.com/record/display.url?eid=2-s2.0-85105893351&origin=resultslist,Underwater Image Enhancement via Medium Transmission-Guided Multi-Color Space Embedding,2-s2.0-85147605421,https://www.scopus.com/record/display.url?eid=2-s2.0-85147605421&origin=resultslist,Transmission-Guided Bayesian Generative Model for Smoke Segmentation,2-s2.0-85147603619,https://www.scopus.com/record/display.url?eid=2-s2.0-85147603619&origin=resultslist
Underwater Image Enhancement via Medium Transmission-Guided Multi-Color Space Embedding,2-s2.0-85105893351,https://www.scopus.com/record/display.url?eid=2-s2.0-85105893351&origin=resultslist,Underwater image enhancement via medium transmission-guided multi-color space embedding,2-s2.0-85195255476,https://www.scopus.com/record/display.url?eid=2-s2.0-85195255476&origin=resultslist,Active vision enhancement of new media images based on semi supervised feature fusion algorithm,2-s2.0-85195324498,https://www.scopus.com/record/display.url?eid=2-s2.0-85195324498&origin=resultslist
2D Metal–Organic Frameworks (MOFs) for High-Performance BatCap Hybrid Devices,2-s2.0-85087148576,https://www.scopus.com/record/display.url?eid=2-s2.0-85087148576&origin=resultslist,,2-s2.0-85141119504,https://www.scopus.com/record/display.url?eid=2-s2.0-85141119504&origin=resultslist,Surface nanoarchitectured metal–organic frameworks-based sensor for reduced glutathione sensing: a review,2-s2.0-85131459414,https://www.scopus.com/record/display.url?eid=2-s2.0-85131459414&origin=resultslist
Zero-reference deep curve estimation for low-light image enhancement,2-s2.0-85085600049,https://www.scopus.com/record/display.url?eid=2-s2.0-85085600049&origin=resultslist,Zero-reference deep curve estimation for low-light image enhancement. In: Proceedings of the IEEE/CVF conference on computer vision and pattern recognition,2-s2.0-85176934448,https://www.scopus.com/record/display.url?eid=2-s2.0-85176934448&origin=resultslist,LAE-GAN: a novel cloud-based Low-light Attention Enhancement Generative Adversarial Network for unpaired text images,2-s2.0-85176966276,https://www.scopus.com/record/display.url?eid=2-s2.0-85176966276&origin=resultslist
Zero-reference deep curve estimation for low-light image enhancement,2-s2.0-85085600049,https://www.scopus.com/record/display.url?eid=2-s2.0-85085600049&origin=resultslist,Zero-Reference Deep Curve Estimation for Low-Light Image Enhancement,2-s2.0-85189324328,https://www.scopus.com/record/display.url?eid=2-s2.0-85189324328&origin=resultslist,Two-Stage Low-Light Image Enhancement Method Based on Generating Saturation-Corrected Reference Images,2-s2.0-85189296363,https://www.scopus.com/record/display.url?eid=2-s2.0-85189296363&origin=resultslist
Zero-reference deep curve estimation for low-light image enhancement,2-s2.0-85085600049,https://www.scopus.com/record/display.url?eid=2-s2.0-85085600049&origin=resultslist,,2-s2.0-85198114705,https://www.scopus.com/record/display.url?eid=2-s2.0-85198114705&origin=resultslist,Low-light image enhancement using the illumination boost algorithm along with the SKWGIF method,2-s2.0-85198093307,https://www.scopus.com/record/display.url?eid=2-s2.0-85198093307&origin=resultslist
Zero-reference deep curve estimation for low-light image enhancement,2-s2.0-85085600049,https://www.scopus.com/record/display.url?eid=2-s2.0-85085600049&origin=resultslist,Zero-reference deep curve estimation for low-light image enhancement,2-s2.0-85214579907,https://www.scopus.com/record/display.url?eid=2-s2.0-85214579907&origin=resultslist,An Algorithm for Enhancing Low-Light Remote Sensing Images Based on Zero-Reference Deep Curve Estimation (Zero-DCE),2-s2.0-85214570845,https://www.scopus.com/record/display.url?eid=2-s2.0-85214570845&origin=resultslist
Zero-reference deep curve estimation for low-light image enhancement,2-s2.0-85085600049,https://www.scopus.com/record/display.url?eid=2-s2.0-85085600049&origin=resultslist,Zero-reference deep curve estimation for low-light image enhancement,2-s2.0-85206434368,https://www.scopus.com/record/display.url?eid=2-s2.0-85206434368&origin=resultslist,LUCK: Lighting Up Colors in the Dark,2-s2.0-85211136211,https://www.scopus.com/record/display.url?eid=2-s2.0-85211136211&origin=resultslist
Zero-reference deep curve estimation for low-light image enhancement,2-s2.0-85085600049,https://www.scopus.com/record/display.url?eid=2-s2.0-85085600049&origin=resultslist,Zero-reference deep curve estimation for low-light image enhancement,2-s2.0-85143764983,https://www.scopus.com/record/display.url?eid=2-s2.0-85143764983&origin=resultslist,Efficient Multispectral Object Detection with attentive feature aggregation leveraging zero-shot implicit illumination guidance,2-s2.0-85214786921,https://www.scopus.com/record/display.url?eid=2-s2.0-85214786921&origin=resultslist
Zero-reference deep curve estimation for low-light image enhancement,2-s2.0-85085600049,https://www.scopus.com/record/display.url?eid=2-s2.0-85085600049&origin=resultslist,Zero-reference deep curve estimation for low-light image enhancement,2-s2.0-85143764983,https://www.scopus.com/record/display.url?eid=2-s2.0-85143764983&origin=resultslist,Bayesian nights: Optimizing night photography rendering with Bayesian derivative-free methods,2-s2.0-85213871466,https://www.scopus.com/record/display.url?eid=2-s2.0-85213871466&origin=resultslist
Zero-reference deep curve estimation for low-light image enhancement,2-s2.0-85085600049,https://www.scopus.com/record/display.url?eid=2-s2.0-85085600049&origin=resultslist,Zero-reference deep curve estimation for low-light image enhancement,2-s2.0-85143764983,https://www.scopus.com/record/display.url?eid=2-s2.0-85143764983&origin=resultslist,Wavelet-based enhancement network for low-light image,2-s2.0-85214307362,https://www.scopus.com/record/display.url?eid=2-s2.0-85214307362&origin=resultslist
Zero-reference deep curve estimation for low-light image enhancement,2-s2.0-85085600049,https://www.scopus.com/record/display.url?eid=2-s2.0-85085600049&origin=resultslist,Zero-reference deep curve estimation for low-light image enhancement,2-s2.0-85143764983,https://www.scopus.com/record/display.url?eid=2-s2.0-85143764983&origin=resultslist,STARNet: Low-light video enhancement using spatio-temporal consistency aggregation,2-s2.0-85209401312,https://www.scopus.com/record/display.url?eid=2-s2.0-85209401312&origin=resultslist
Zero-reference deep curve estimation for low-light image enhancement,2-s2.0-85085600049,https://www.scopus.com/record/display.url?eid=2-s2.0-85085600049&origin=resultslist,Zero-reference deep curve estimation for low-light image enhancement,2-s2.0-85143764983,https://www.scopus.com/record/display.url?eid=2-s2.0-85143764983&origin=resultslist,A light-weight deep learning framework for Low Light Image Enhancement,2-s2.0-85214254349,https://www.scopus.com/record/display.url?eid=2-s2.0-85214254349&origin=resultslist
